UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,z_scores
6809,L53988,L,5.707110264748875,310.7,0.3162145957523327,45.0,123.0,False,False,False,False,False,False,0.5091814695588042
4205,M19064,M,5.711419901785413,310.9,0.31621459576137234,43.2,210.0,False,False,False,False,False,False,0.3271807827157069
7298,L54477,L,5.704115752446321,310.5,0.31621459576003014,39.8,107.0,False,False,False,False,False,False,-0.016598292432366907
4073,L51252,L,5.710095836712793,310.6,0.3162145957657588,33.4,108.0,False,False,False,False,False,False,-0.6637118456522693
9136,H38549,H,5.703811107004786,310.0115802171291,0.31621459575338395,50.3,97.0,False,False,False,False,False,False,1.0450723808190356
8571,H37984,H,5.696757859719236,308.7,0.3162145957625796,35.9,120.0,False,False,False,False,False,False,-0.4109331139257449
8193,L55372,L,5.702448251643064,310.9,0.31621459573495014,65.2,209.0,True,False,False,False,True,False,2.551633621909122
4359,H33772,H,5.71042701737487,309.9,0.3162145957655784,34.5,156.0,False,False,False,False,False,False,-0.5524892036925984
5823,M20682,M,5.708106446136256,311.0,0.31621459575768224,50.2,214.0,False,False,False,False,False,False,1.0349612315499752
1624,L48803,L,5.69608626802173,310.0115802171291,0.3162145957755328,22.9,68.0,False,False,False,False,False,False,-1.7253825189036718
8182,L55361,L,5.702781974322617,311.2,0.3162145957734965,23.7,183.0,False,False,False,False,False,False,-1.644493324751184
4667,M19526,M,5.703811107004786,311.5,0.3162145957638175,36.6,47.0,False,False,False,False,False,False,-0.34015506904231774
1576,L48755,L,5.697764402330638,308.3,0.31621459577807426,18.0,168.0,False,False,False,False,False,False,-2.2208288330876598
263,M15122,M,5.697429000684026,308.2,0.31621459577060124,26.8,27.0,False,False,False,False,False,False,-1.3310476974102936
9944,M24803,M,5.698099691520703,308.0,0.3162145957715504,26.0,96.0,False,False,False,False,False,False,-1.4119368915627815
4296,L51475,L,5.709764546333749,310.2,0.31621459575727784,40.4,213.0,False,False,False,False,False,False,0.0440686031819991
7969,L55148,L,5.706777983635999,312.2,0.31621459577285443,23.2,72.0,False,False,False,False,False,False,-1.695049071096489
1870,M16729,M,5.698099691520703,308.1,0.3162145957666333,32.7,83.0,False,False,False,False,False,False,-0.7344898905356957
5712,L52891,L,5.711089049838639,311.6,0.3162145957625796,35.9,152.0,False,False,False,False,False,False,-0.4109331139257449
6409,L53588,L,5.7047819749892845,309.9,0.31621459576535027,31.7,180.0,False,False,False,False,False,False,-0.8356013832263058
4084,M18943,M,5.71042701737487,310.4,0.31621459576371735,36.4,114.0,False,False,False,False,False,False,-0.36037736758044
1469,M16328,M,5.69910488510509,309.8,0.31621459575454774,44.9,115.0,False,False,False,False,False,False,0.4990703202897431
6247,H35660,H,5.706445592075685,310.3,0.31621459575727784,46.8,182.0,False,False,False,False,False,False,0.6911821564019015
3791,L50970,L,5.711419901785413,310.9,0.31621459575401106,48.9,28.0,False,False,False,False,False,False,0.9035162910521821
6594,L53773,L,5.709101636133801,310.7,0.31621459576859723,29.5,10.0,False,False,False,False,False,False,-1.0580466671456472
547,L47726,L,5.695414224985685,309.4,0.3162145957727993,24.3,110.0,False,False,False,False,False,False,-1.583826429136818
7874,L55053,L,5.706113089994483,312.4,0.31621459575814537,38.6,56.0,False,False,False,False,False,False,-0.1379320836610982
7321,H36734,H,5.703115585668497,310.2,0.31621459575393346,49.7,161.0,False,False,False,False,False,False,0.9844054852046704
7296,M22155,M,5.704115752446321,310.5,0.31621459574670757,57.4,99.0,False,False,False,False,False,False,1.7629639789223652
7919,L55098,L,5.706445592075685,312.1,0.31621459576032923,41.3,173.0,False,False,False,False,False,False,0.13506894660354776
6432,L53611,L,5.703811107004786,309.8,0.31621459574901273,59.4,26.0,False,False,False,False,False,False,1.9651869643035846
7499,M22358,M,5.704448919199361,311.8,0.3162145957709891,28.5,184.0,False,False,False,False,False,False,-1.159158159836257
2928,M17787,M,5.706113089994483,310.0115802171291,0.31621459575469907,49.8,165.0,False,False,False,False,False,False,0.9945166344737308
4411,L51590,L,5.7120812774708964,310.2,0.3162145957646478,32.2,64.0,False,False,False,False,False,False,-0.7850456368810006
4402,H33815,H,5.711089049838639,310.0,0.316214595758014,43.6,38.0,False,False,False,False,False,False,0.36762537979195065
7264,L54443,L,5.705114919889979,310.0115802171291,0.3162145957552956,46.9,19.0,False,False,False,False,False,False,0.7012933056709626
4224,L51403,L,5.71042701737487,310.7,0.31621459576774535,31.9,37.0,False,False,False,False,False,False,-0.815379084688184
1645,L48824,L,5.697093486505405,310.0115802171291,0.31621459576628885,33.3,121.0,False,False,False,False,False,False,-0.6738229949213304
3931,M18790,M,5.712411801354255,311.6,0.31621459577781114,19.2,174.0,False,False,False,False,False,False,-2.099495041858928
6775,H36188,H,5.707774495925738,310.7,0.3162145957709572,27.3,35.0,False,False,False,False,False,False,-1.2804919510649886
7135,M21994,M,5.705447753975262,310.0,0.3162145957535421,50.2,119.0,False,False,False,False,False,False,1.0349612315499752
9125,L56304,L,5.6950780340260545,308.4,0.31621459575507355,50.4,70.0,False,False,False,False,False,False,1.0551835300880967
803,L47982,L,5.703811107004786,307.8,0.31621459576391714,35.0,102.0,False,False,False,False,False,False,-0.5019334573472936
5907,L53086,L,5.703811107004786,310.3,0.31621459576193006,35.6,198.0,False,False,False,False,False,False,-0.4412665617329275
6142,L53321,L,5.706445592075685,310.8,0.31621459575917027,45.7,146.0,False,False,False,False,False,False,0.5799595144422313
6140,L53319,L,5.706445592075685,310.7,0.3162145957646478,33.4,142.0,False,False,False,False,False,False,-0.6637118456522693
3581,L50760,L,5.709764546333749,310.6,0.3162145957674643,31.9,126.0,False,False,False,False,False,False,-0.815379084688184
7405,L54584,L,5.703115585668497,310.8,0.3162145957630011,32.2,161.0,False,False,False,False,False,False,-0.7850456368810006
3094,L50273,L,5.703782474656201,309.3,0.3162145957528229,51.2,108.0,False,False,False,False,False,False,1.136072724240585
3379,L50558,L,5.70877001616724,310.7,0.3162145957637675,33.1,38.0,False,False,False,False,False,False,-0.694045293459452
4407,L51586,L,5.7120812774708964,310.3,0.3162145957464071,58.5,55.0,True,False,True,False,False,False,1.8741866208820361
4654,M19513,M,5.714062784063757,311.1,0.3162145957650259,35.5,13.0,False,False,False,False,False,False,-0.45137771100198865
6593,M21452,M,5.709101636133801,310.7,0.31621459575727784,47.8,7.0,False,False,False,False,False,False,0.7922936490925112
1945,L49124,L,5.697429000684026,308.1,0.31621459577229166,27.3,63.0,False,False,False,False,False,False,-1.2804919510649886
9582,L56761,L,5.701780471985528,310.6,0.31621459575447175,53.1,10.0,False,False,False,False,False,False,1.3281845603527433
9294,L56473,L,5.698099691520703,309.1,0.3162145957558784,38.0,93.0,False,False,False,False,False,False,-0.19859897927546422
2452,L49631,L,5.7011122461003225,308.7,0.3162145957674643,30.5,93.0,False,False,False,False,False,False,-0.9569351744550375
5324,M20183,M,5.715052066914432,312.7,0.31621459575298444,48.4,34.0,False,False,False,False,False,False,0.8529605447068772
2008,L49187,L,5.703811107004786,308.4,0.3162145957634646,34.4,25.0,False,False,False,False,False,False,-0.5626003529616596
564,L47743,L,5.69608626802173,309.6,0.3162145957617088,35.2,153.0,False,False,False,False,False,False,-0.48171115880917126
7379,L54558,L,5.702114417555504,310.0,0.31621459575208416,52.4,94.0,False,False,False,False,False,False,1.2574065154693164
368,M15227,M,5.6957503029589365,308.4,0.3162145957638175,38.3,93.0,False,False,False,False,False,False,-0.16826553146828155
1313,L48492,L,5.700109069289892,310.1,0.3162145957583411,42.6,164.0,False,False,False,False,False,False,0.2665138871013409
4825,L52004,L,5.715052066914432,310.0115802171291,0.31621459575996985,45.0,16.0,False,False,False,False,False,False,0.5091814695588042
1368,M16227,M,5.699774453258662,310.2,0.31621459576440747,37.5,75.0,False,False,False,False,False,False,-0.2491547256207691
9997,H39410,H,5.700109069289892,308.4,0.31621459576671834,31.8,17.0,False,False,False,False,False,False,-0.8254902339572447
1695,L48874,L,5.697093486505405,307.5,0.316214595766114,35.2,31.0,False,False,False,False,False,False,-0.48171115880917126
8568,L55747,L,5.697093486505405,308.7,0.31621459576068267,45.8,114.0,False,False,False,False,False,False,0.5900706637112917
4710,M19569,M,5.715052066914432,311.6,0.3162145957565181,50.0,163.0,False,False,False,False,False,False,1.014738933011853
3605,L50784,L,5.709764546333749,310.8,0.3162145957632085,33.3,190.0,False,False,False,False,False,False,-0.6738229949213304
5942,L53121,L,5.705780477318874,310.7,0.31621459575595035,48.5,78.0,True,False,False,False,False,False,0.8630716939759384
2173,L49352,L,5.702114417555504,309.2,0.3162145957729911,23.0,15.0,False,False,False,False,False,False,-1.7152713696346107
3718,H33131,H,5.711419901785413,311.4,0.3162145957563067,44.1,51.0,False,False,False,False,False,False,0.41818112613725555
37,M14896,M,5.700109069289892,309.2,0.31621459576440747,36.7,101.0,False,False,False,False,False,False,-0.3300439197732566
4017,L51196,L,5.710758088392627,310.9,0.3162145957677851,30.3,186.0,False,False,False,False,False,False,-0.9771574729931594
4732,L51911,L,5.714722414694536,311.6,0.3162145957437895,45.1,219.0,True,False,True,False,False,False,0.5192926188278653
4468,L51647,L,5.713072521563293,310.6,0.31621459576607,37.9,207.0,False,False,False,False,False,False,-0.20871012854452534
6641,L53820,L,5.703811107004786,310.4,0.3162145957472021,43.2,133.0,False,False,False,False,False,False,0.3271807827157069
3312,L50491,L,5.708106446136256,310.4,0.31621459575741334,44.7,92.0,False,False,False,False,False,False,0.47884802175162156
5445,L52624,L,5.713732805509369,312.7,0.31621459577752203,19.9,102.0,False,False,False,False,False,False,-2.028716996975501
6179,L53358,L,5.707442435487688,310.9,0.31621459574165556,67.9,10.0,True,False,False,True,False,False,2.8246346521737684
9258,M24117,M,5.698099691520703,309.1,0.31621459574324057,58.7,201.0,False,False,False,False,False,False,1.8944089194201583
5455,L52634,L,5.713732805509369,312.5,0.3162145957575482,40.2,127.0,False,False,False,False,False,False,0.02384630464387758
8324,H37737,H,5.699439725222064,309.5,0.31621459575700434,40.4,108.0,False,False,False,False,False,False,0.0440686031819991
539,M15398,M,5.6950780340260545,310.0115802171291,0.31621459575996985,36.8,88.0,False,False,False,False,False,False,-0.3199327705041962
6356,L53535,L,5.704115752446321,309.7,0.31621459575885497,37.9,34.0,False,False,False,False,False,False,-0.20871012854452534
7175,L54354,L,5.704448919199361,310.2,0.3162145957617643,48.5,15.0,False,False,False,False,False,False,0.8630716939759384
220,M15079,M,5.698099691520703,308.5,0.31621459575566147,46.2,148.0,False,False,False,False,False,False,0.6305152607875362
1455,L48634,L,5.700777965635902,310.4,0.3162145957552218,46.9,87.0,False,False,False,False,False,False,0.7012933056709626
2661,L49840,L,5.703115585668497,310.0115802171291,0.3162145957426827,56.4,188.0,False,False,False,False,False,False,1.6618524862317554
7649,L54828,L,5.705114919889979,311.4,0.3162145957629489,28.8,135.0,False,False,False,False,False,False,-1.128824712029074
5111,M19970,M,5.717027701406222,313.5,0.3162145957704695,26.2,126.0,False,False,False,False,False,False,-1.3917145930246595
4118,L51297,L,5.710095836712793,310.5,0.31621459574778543,55.7,204.0,True,False,False,False,True,False,1.591074441348329
2662,M17521,M,5.703449085754963,309.4,0.3162145957605655,42.8,190.0,False,False,False,False,False,False,0.2867361856394624
5214,M20073,M,5.716040372051703,312.6,0.3162145957552956,43.3,189.0,False,False,False,False,False,False,0.3372919319847673
487,M15346,M,5.6950780340260545,309.1,0.3162145957644558,35.9,180.0,False,False,False,False,False,False,-0.4109331139257449
2709,L49888,L,5.702448251643064,309.1,0.31621459578084865,15.3,79.0,False,False,False,False,False,False,-2.493829863352306
4919,L52098,L,5.714722414694536,312.2,0.31621459575727784,40.7,48.0,False,False,False,False,False,False,0.07440205098918246
271,H29684,H,5.697093486505405,308.0,0.31621459576120203,39.6,51.0,False,False,False,False,False,False,-0.036820590970488426
4858,L52037,L,5.716040372051703,312.3,0.3162145957655784,37.4,103.0,False,False,False,False,False,False,-0.2592658748898302
531,M15390,M,5.6957503029589365,309.5,0.31621459576968663,32.2,65.0,False,False,False,False,False,False,-0.7850456368810006
5479,L52658,L,5.712742216027673,312.2,0.3162145957658036,34.1,186.0,False,False,False,False,False,False,-0.5929338007688422
7142,M22001,M,5.705114919889979,309.8,0.316214595749289,44.4,136.0,False,False,False,False,False,False,0.44851457394443817
3591,L50770,L,5.709764546333749,310.6,0.3162145957533045,46.8,151.0,False,False,False,False,False,False,0.6911821564019015
8131,H37544,H,5.703782474656201,311.2,0.31621459575249705,43.1,45.0,False,False,False,False,False,False,0.31706963344664574
9495,L56674,L,5.703811107004786,309.9,0.3162145957609728,41.4,219.0,False,False,False,False,False,False,0.14518009587260888
756,H30169,H,5.693058511293225,308.1,0.3162145957595429,43.7,222.0,False,False,False,False,False,False,0.3777365290610118
6670,L53849,L,5.708438286192395,310.5,0.31621459576391714,33.9,208.0,False,False,False,False,False,False,-0.6131560993069644
2322,M17181,M,5.7011122461003225,308.8,0.3162145957451765,52.5,108.0,False,False,False,False,False,False,1.2675176647383775
4856,L52035,L,5.716040372051703,312.3,0.31621459575098126,46.2,98.0,False,False,False,False,False,False,0.6305152607875362
8285,L55464,L,5.699774453258662,310.6,0.31621459576750477,33.3,0.0,False,False,False,False,False,False,-0.6738229949213304
315,M15174,M,5.696757859719236,308.5,0.3162145957436805,53.0,172.0,False,False,False,False,False,False,1.3180734110836823
7032,L54211,L,5.706113089994483,310.8,0.31621459575872757,49.1,108.0,False,False,False,False,False,False,0.9237385895903044
5919,L53098,L,5.703811107004786,310.1,0.31621459576236544,42.0,108.0,False,False,False,False,False,False,0.20584699148697488
6626,M21485,M,5.709101636133801,310.7,0.31621459575469907,44.4,108.0,False,False,False,False,False,False,0.44851457394443817
7251,M22110,M,5.704115752446321,310.2,0.3162145957552956,42.0,206.0,False,False,False,False,False,False,0.20584699148697488
5347,L52526,L,5.715052066914432,312.7,0.31621459576198496,35.5,98.0,False,False,False,False,False,False,-0.45137771100198865
2551,L49730,L,5.701780471985528,309.3,0.3162145957501919,48.4,116.0,False,False,False,False,False,False,0.8529605447068772
1515,M16374,M,5.697429000684026,308.8,0.31621459576654787,37.6,12.0,False,False,False,False,False,False,-0.23904357635170798
728,H30141,H,5.694741730004052,310.0115802171291,0.31621459575996985,37.6,147.0,False,False,False,False,False,False,-0.23904357635170798
7750,L54929,L,5.705114919889979,311.6,0.3162145957684077,33.0,172.0,False,False,False,False,False,False,-0.7041564427285131
9507,H38920,H,5.701446414858653,310.4,0.31621459576273875,41.6,25.0,False,False,False,False,False,False,0.16540239441073112
7477,L54656,L,5.704448919199361,311.5,0.3162145957595429,41.8,128.0,False,False,False,False,False,False,0.18562469294885264
4339,L51518,L,5.709101636133801,309.9,0.3162145957528229,43.7,102.0,False,False,False,False,False,False,0.3777365290610118
833,L48012,L,5.692384429703832,307.4,0.316214595761259,38.6,173.0,False,False,False,False,False,False,-0.1379320836610982
5697,H35110,H,5.7120812774708964,311.9,0.3162145957650726,34.6,112.0,False,False,False,False,False,False,-0.5423780544235373
3783,L50962,L,5.711089049838639,310.8,0.3162145957732863,23.8,9.0,False,False,False,False,False,False,-1.6343821754821228
6305,L53484,L,5.707442435487688,310.5,0.31621459576187494,37.5,119.0,False,False,False,False,False,False,-0.2491547256207691
9675,L56854,L,5.703811107004786,310.2,0.31621459576918826,29.6,8.0,False,False,False,False,False,False,-1.0479355178765861
5938,M20797,M,5.705780477318874,310.5,0.3162145957576153,41.3,68.0,False,False,False,False,False,False,0.13506894660354776
5352,M20211,M,5.715381610499553,312.9,0.3162145957617643,34.5,110.0,False,False,False,False,False,False,-0.5524892036925984
1138,L48317,L,5.703811107004786,307.8,0.3162145957675853,29.7,137.0,False,False,False,False,False,False,-1.0378243686075255
4335,L51514,L,5.709101636133801,309.8,0.31621459575827604,42.5,91.0,False,False,False,False,False,False,0.25640273783227974
1842,L49021,L,5.69608626802173,310.0115802171291,0.3162145957681771,37.8,5.0,False,False,False,False,False,False,-0.21882127781358646
6523,L53702,L,5.707442435487688,310.1,0.31621459575935734,45.8,42.0,False,False,False,False,False,False,0.5900706637112917
4327,L51506,L,5.709101636133801,310.1,0.316214595749834,55.8,70.0,True,False,True,False,False,False,1.6011855906173893
7670,L54849,L,5.706113089994483,311.8,0.31621459574739774,58.4,189.0,True,False,False,False,True,False,1.864075471612975
7587,L54766,L,5.705114919889979,311.1,0.3162145957647905,35.5,191.0,False,False,False,False,False,False,-0.45137771100198865
8670,M23529,M,5.695414224985685,308.8,0.3162145957582108,52.3,152.0,False,False,False,False,False,False,1.2472953662002553
5309,L52488,L,5.717027701406222,313.2,0.31621459575885497,42.6,213.0,False,False,False,False,False,False,0.2665138871013409
1721,L48900,L,5.697764402330638,307.7,0.31621459575741334,44.5,89.0,False,False,False,False,False,False,0.4586257232134993
2685,L49864,L,5.703115585668497,309.4,0.3162145957574809,37.4,25.0,False,False,False,False,False,False,-0.2592658748898302
4279,L51458,L,5.71042701737487,310.1,0.31621459575377764,50.4,172.0,False,False,False,False,False,False,1.0551835300880967
5427,L52606,L,5.712411801354255,312.3,0.31621459576305316,42.0,58.0,False,False,False,False,False,False,0.20584699148697488
4714,L51893,L,5.715381610499553,311.8,0.3162145957568664,45.2,173.0,False,False,False,False,False,False,0.5294037680969265
9885,L57064,L,5.703811107004786,309.5,0.3162145957683695,30.8,141.0,False,False,False,False,False,False,-0.9266017266478545
1303,L48482,L,5.69910488510509,309.8,0.31621459576032923,45.7,144.0,False,False,False,False,False,True,0.5799595144422313
4377,M19236,M,5.710095836712793,309.6,0.31621459576289657,34.6,211.0,False,False,False,False,False,False,-0.5423780544235373
6863,M21722,M,5.707442435487688,310.0115802171291,0.31621459575174937,49.4,48.0,False,False,False,False,False,False,0.954072037397487
8384,M23243,M,5.699774453258662,309.9,0.3162145957597269,35.2,60.0,False,False,False,False,False,False,-0.48171115880917126
6212,L53391,L,5.706445592075685,310.6,0.3162145957496535,48.8,91.0,False,False,False,False,False,False,0.893405141783121
3319,L50498,L,5.708438286192395,310.4,0.3162145957558063,49.7,108.0,False,False,False,False,False,False,0.9844054852046704
4427,L51606,L,5.712411801354255,310.3,0.31621459575872757,40.4,105.0,False,False,False,False,False,False,0.0440686031819991
7145,M22004,M,5.705114919889979,309.8,0.31621459576103034,40.3,149.0,False,False,False,False,False,False,0.03395745391293798
2459,L49638,L,5.700443573390687,308.6,0.31621459575566147,45.9,108.0,False,False,False,False,False,False,0.6001818129803528
9516,L56695,L,5.700443573390687,310.2,0.31621459576870986,28.8,49.0,False,False,False,False,False,False,-1.128824712029074
2208,L49387,L,5.703115585668497,309.2,0.31621459576488503,37.5,108.0,False,False,False,False,False,False,-0.2491547256207691
9414,L56593,L,5.697429000684026,308.6,0.316214595756022,44.9,205.0,False,False,False,False,False,False,0.4990703202897431
2603,L49782,L,5.701780471985528,309.2,0.31621459575514776,41.5,29.0,False,False,False,False,False,False,0.15529124514167
2788,M17647,M,5.7047819749892845,309.6,0.3162145957614288,38.4,54.0,False,False,False,False,False,False,-0.15815438219922043
3739,M18598,M,5.711419901785413,311.2,0.31621459575707295,43.8,112.0,False,False,False,False,False,False,0.38784767833007217
9590,L56769,L,5.7011122461003225,310.4,0.31621459575827604,43.3,32.0,False,False,False,False,False,False,0.3372919319847673
380,L47559,L,5.694741730004052,310.0115802171291,0.3162145957711789,26.8,125.0,False,False,False,False,False,False,-1.3310476974102936
1315,M16174,M,5.700443573390687,310.3,0.316214595766845,34.5,168.0,False,False,False,False,False,False,-0.5524892036925984
1128,M15987,M,5.692721527296776,307.8,0.3162145957683313,32.4,113.0,False,False,False,False,False,False,-0.7648233383428791
2016,L49195,L,5.698769932832657,308.2,0.3162145957437895,66.3,42.0,True,False,False,True,False,False,2.662856263868792
5611,L52790,L,5.714062784063757,312.4,0.3162145957536209,41.2,107.0,False,False,False,False,False,False,0.12495779733448735
982,L48161,L,5.6910349018336985,306.8,0.31621459576766553,31.1,136.0,False,False,False,False,False,False,-0.8962682788406715
8920,L56099,L,5.694405312843604,310.0115802171291,0.31621459576911565,28.0,188.0,False,False,False,False,False,False,-1.2097139061815618
9009,M23868,M,5.6950780340260545,308.0,0.3162145957560935,42.4,190.0,False,False,False,False,False,False,0.24629158856321864
5864,M20723,M,5.708438286192395,311.1,0.3162145957713039,25.4,88.0,False,False,False,False,False,False,-1.4726037871771473
4070,M18929,M,5.710095836712793,310.7,0.31621459575346317,47.9,80.0,False,False,False,False,False,False,0.8024047983615724
5161,L52340,L,5.717356594683319,313.2,0.31621459575566147,50.1,43.0,False,False,False,False,False,False,1.0248500822809141
9462,M24321,M,5.698434868329605,309.2,0.3162145957541655,46.4,128.0,False,False,False,False,False,False,0.6507375593256577
3995,L51174,L,5.703811107004786,311.4,0.31621459575566147,40.3,133.0,False,False,False,False,False,False,0.03395745391293798
5426,L52605,L,5.7120812774708964,312.2,0.3162145957718223,27.9,56.0,False,False,False,False,False,False,-1.219825055450623
4428,M19287,M,5.711750644305378,310.0115802171291,0.3162145957513252,48.9,107.0,True,False,True,False,False,False,0.9035162910521821
6032,L53211,L,5.705780477318874,310.7,0.31621459575714145,40.6,82.0,False,False,False,False,False,False,0.06429090172012134
9664,L56843,L,5.700777965635902,310.1,0.31621459575573396,48.8,229.0,True,False,False,False,True,False,0.893405141783121
2740,L49919,L,5.703115585668497,310.0115802171291,0.31621459576396677,35.4,158.0,False,False,False,False,False,False,-0.46148886027104974
7158,L54337,L,5.704448919199361,310.0115802171291,0.31621459575917027,40.1,182.0,False,False,False,False,False,False,0.013735155374816456
7917,L55096,L,5.706445592075685,310.0115802171291,0.316214595760741,37.1,169.0,False,False,False,False,False,False,-0.28959932269701283
7776,L54955,L,5.7047819749892845,311.5,0.31621459576798233,33.6,38.0,False,False,False,False,False,False,-0.6434895471141471
3079,M17938,M,5.704115752446321,309.4,0.3162145957486403,56.2,127.0,False,False,False,False,False,False,1.641630187693634
3348,L50527,L,5.708106446136256,310.6,0.3162145957617088,41.8,176.0,False,False,False,False,False,False,0.18562469294885264
8800,L55979,L,5.694741730004052,308.4,0.31621459575827604,41.3,67.0,False,False,False,False,False,False,0.13506894660354776
3614,L50793,L,5.709433146165015,310.0115802171291,0.3162145957632085,39.4,2.0,False,False,False,False,False,False,-0.05704288950861067
5701,L52880,L,5.703811107004786,311.9,0.31621459575984867,41.6,123.0,False,False,False,False,False,False,0.16540239441073112
8388,L55567,L,5.699774453258662,309.9,0.3162145957488271,47.2,73.0,False,False,False,False,False,False,0.731626753478146
2102,L49281,L,5.701446414858653,309.3,0.3162145957616531,37.8,45.0,False,False,False,False,False,False,-0.21882127781358646
6471,L53650,L,5.705114919889979,309.6,0.3162145957513252,54.5,108.0,False,False,False,False,False,False,1.469740650119597
8348,L55527,L,5.699439725222064,309.6,0.31621459576806055,31.1,178.0,False,False,False,False,False,False,-0.8962682788406715
149,M15008,M,5.698099691520703,308.3,0.3162145957513252,48.0,181.0,False,False,False,False,False,False,0.8125159476306335
1996,L49175,L,5.698099691520703,308.0,0.3162145957568664,47.1,196.0,False,False,False,False,False,False,0.7215156042090849
8835,L56014,L,5.6950780340260545,308.8,0.3162145957583411,46.2,167.0,False,False,False,False,False,False,0.6305152607875362
7164,M22023,M,5.704115752446321,310.1,0.3162145957600903,39.3,195.0,False,False,False,False,False,False,-0.06715403877767179
4906,L52085,L,5.703811107004786,312.4,0.3162145957499239,53.1,7.0,False,False,False,False,False,False,1.3281845603527433
5574,L52753,L,5.7120812774708964,312.2,0.3162145957706667,25.3,14.0,False,False,False,False,False,False,-1.4827149364462082
1130,L48309,L,5.692721527296776,307.9,0.31621459576900607,29.6,119.0,False,False,False,False,False,False,-1.0479355178765861
157,M15016,M,5.698434868329605,308.1,0.3162145957597269,46.0,203.0,False,False,False,False,False,False,0.610292962249414
5560,M20419,M,5.7120812774708964,312.0,0.3162145957568664,43.2,189.0,False,False,False,False,False,False,0.3271807827157069
5523,L52702,L,5.712411801354255,311.9,0.31621459575700434,39.1,84.0,False,False,False,False,False,False,-0.0873763373157933
6482,L53661,L,5.706113089994483,309.8,0.3162145957535421,48.4,108.0,False,False,False,False,False,False,0.8529605447068772
8112,M22971,M,5.705114919889979,311.8,0.3162145957630011,33.1,209.0,True,True,False,False,False,False,-0.694045293459452
7243,H36656,H,5.703449085754963,310.1,0.31621459575658817,51.4,185.0,False,False,False,False,False,False,1.1562950227787065
2678,L49857,L,5.703115585668497,309.5,0.3162145957597269,39.6,10.0,False,False,False,False,False,False,-0.036820590970488426
7165,M22024,M,5.704448919199361,310.1,0.316214595758406,44.0,198.0,False,False,False,False,False,False,0.4080699768681944
5042,L52221,L,5.717027701406222,313.2,0.3162145957451765,47.1,144.0,False,False,False,False,False,False,0.7215156042090849
2256,L49435,L,5.700777965635902,308.3,0.31621459576331135,33.7,30.0,False,False,False,False,False,False,-0.6333783978450859
8969,L56148,L,5.694068782468562,307.8,0.31621459575707295,50.6,94.0,False,False,False,False,False,False,1.0754058286262191
2117,M16976,M,5.703811107004786,309.0,0.3162145957514957,44.9,88.0,False,False,False,False,False,False,0.4990703202897431
5608,M20467,M,5.713402718033191,312.2,0.31621459577089317,25.5,98.0,False,False,False,False,False,False,-1.4624926379080863
2212,M17071,M,5.702448251643064,309.0,0.31621459573710037,64.0,120.0,False,False,False,False,False,False,2.43029983068039
1967,L49146,L,5.696757859719236,307.6,0.3162145957609151,40.5,118.0,False,False,False,False,False,False,0.05417975245106022
